selection_rank,index,inchikey,smiles,NR3C1,ADRB2,ADRB1,ADORA2A,AR,PTGS2,ACHE,DRD2,LCK
411,156371,QRHVSDMUQGFLBI-PKSOQXRJNA-N,S(=O)(=O)(NC1=CC=C(C=C1)C)C=2C=CC(=CC2)C(OCC(=O)NC3=NOC(=C3)C)=O,-10.3,-10.3,-11.0,-10.1,-9.4,-10.1,-10.8,-10.8,-8.8
412,57164,YWAQMMAZMRHPRU-SWUIVHNENA-N,C=1C(C)=C2C=C(C1C)C(=O)NCCCCCOC3=CC=CC(=C3)SC4=CC2=NC(N)=N4,-6.4,-9.4,-7.6,-11.1,-6.4,-7.5,-10.9,-9.1,-8.6
413,128154,HKQZUYOVMYOFIT-VEUUHKJVNA-N,O[C@@]12[C@@H]3C4N(C[C@]5([C@H]([C@]4([C@H]6[C@@H]1C(O)[C@H](C6)[C@@H](OC)C2)[C@@H](O)CC5)C3)C)CC,-8.3,-7.9,-6.9,-6.9,-6.0,-7.0,-8.4,-7.2,-8.0
414,202855,WDITZLBVMKFSKA-HCKMINDGNA-N,S(CC1=C(ON=C1C)C)C2=C(C(=O)NCCC)C=CC=C2,-7.6,-7.0,-7.9,-8.1,-6.4,-8.9,-9.3,-7.4,-6.8
415,117743,XWJPWGGSJKMVLO-DLGLGFIGNA-N,S(C1=NC(=C(C(=C1C(=O)N)C)CC)C)CC,-6.3,-6.7,-7.3,-6.8,-6.5,-6.6,-7.9,-6.3,-5.9
416,79463,BEEQTEQZJQMWBW-YGPBECBDNA-N,C1=C2SC(=C(C)C2=CC=C1)C=3N=C(N=CC3)N,-8.4,-8.5,-9.2,-9.5,-8.7,-8.7,-10.2,-8.2,-7.4
417,164508,VTVIDRCEJYXOGS-ZNVTXRBFNA-N,O=C1N(C(=O)C=2C1=CC(=CC2)C(=O)NC=3C=C(C=CC3)C(=O)O)C4=CC=CC=C4,-10.8,-11.3,-11.9,-10.6,-7.4,-8.4,-10.2,-11.0,-9.6
418,177861,VBQVLRLRHKLATI-QWOVJGMINA-N,ClC1=CC=C(CC=2OC(=NN2)C(=O)NCCC3=CC(OC)=C(OC)C=C3)C=C1,-8.8,-9.5,-10.1,-8.8,-7.8,-8.2,-10.7,-10.1,-7.8
419,149513,OAPGZXPLUBJJAT-UHFFFAOYNA-N,ClC=1C(N2CCN(CC2)C(=O)C3=CC=4SC=NC4C=C3)=CC=CC1,-9.2,-9.4,-9.0,-8.9,-6.5,-7.4,-7.7,-9.6,-8.1
420,110648,KFXMLXYIPRAORY-QYQOCZEGNA-N,C1(=C2C(=C(N=C1)N[C@H](C3CC3)C(F)(F)F)C4=C(N2)C=C(C=C4)C5=CN(N=C5)C)C(N)=O,-7.1,-9.9,-9.6,-10.3,-6.4,-8.2,-9.9,-9.9,-9.5
421,197025,UPJYHBRIWSAPPQ-LILDFLRNNA-N,BrC1=CC2=C(OC(=O)C(=C2)C(=O)NCC3=NC=CC=C3)C=C1,-9.0,-9.2,-10.0,-8.9,-6.4,-8.1,-9.8,-9.9,-8.0
422,176723,VFUBKCRPLUREQK-UHFFFAOYNA-N,ClC1=CC=C(CCNS(=O)(=O)C=2C=C3C=4N(CC3)C(=O)CCC4C2)C=C1,-10.0,-10.4,-10.2,-9.8,-8.7,-9.1,-11.5,-10.2,-8.1
423,58950,UHTNKHARCXSTEU-AQTVXSGUNA-N,[C@]12([C@@H](N(C)C=3C1=CC(OC(NC4=C(C(C)=CC=C4)C)=O)=CC3)N(C)CC2)C,-10.3,-10.4,-11.0,-10.0,-7.8,-7.6,-11.0,-10.4,-9.9
424,211622,WRAUOSVUGOEMOS-UHFFFAOYNA-N,O1C(CN(CC1C)CCCOC2=CC=C(N(=O)=O)C=C2)C,-7.8,-8.0,-8.1,-7.4,-7.7,-8.4,-8.8,-7.9,-6.6
425,113251,FLNIBGHIWBOTIP-XWKXFZRBNA-N,S(=O)(=O)(N(CC=1OC=CC1)C)C2=C(NN=C2C)C,-6.7,-6.9,-7.1,-7.1,-7.2,-7.4,-8.0,-6.8,-6.7
426,152641,RLJNHSZFSLRSHP-QWOVJGMINA-N,ClC=1C(NC(=O)COC(=O)C=2SC=3CCC(CC3C2)C)=NC(=C(Cl)C1)C,-8.7,-9.8,-10.5,-8.8,-6.5,-8.4,-10.6,-9.8,-7.9
427,245619,HVKFGTJRFFQZQK-WYUMXYHSNA-N,ClC1=CC=C(OC(C=2N(N=CC2)C(=O)NCC)C)C=C1,-7.6,-8.2,-7.3,-8.0,-7.5,-9.0,-9.7,-8.0,-7.2
428,82534,AIYPEEWHMFSHOC-HCXDKFGHNA-N,N1=C(N=C2N(C=3C=CC=C(NC(C=C)=O)C3)C(=O)N(C4=CC=C(C=C4)OC5=CC=CC=C5)CC2=C1)NC6=C(OC)C=C(N7CCN(CC7)C)C=C6,1.4,-10.3,-11.1,-9.2,-6.6,-8.8,-9.9,-11.4,-9.6
429,105799,JBOIOQGHPYQVRR-BBDXSWOFNA-N,[C@@H]1(O)[C@@H](CO)O[C@H]([C@@H]1O)N2C3=C(C(=NC(C#C[C@H](O)C4=CC=CC=C4)=N3)NC)N=C2,-7.7,-9.2,-9.4,-8.7,-6.6,-9.0,-8.9,-9.2,-8.1
430,56402,YMRPMJKWTYJBPC-YNDYHMGXNA-N,N(C(=O)C1=CC(=O)C=2C=C(C(=CC2O1)O)O)CCCCCCCCCCNC=3C4=CC=CC=C4N=C5C3CCCC5,-8.8,-10.5,-11.1,-10.2,-8.7,-10.6,-11.9,-11.0,-7.8
431,120457,WMTCAESMDUPUHW-LQQNEYPCNA-N,S=C(NCC(C)=C)NC1=NC(N)=CC=C1,-6.3,-6.3,-6.8,-6.6,-6.3,-6.7,-7.5,-6.5,-5.5
432,69199,FTGXNJJEROSIGH-FGLANPJONA-N,C=1(S/C(=N\C(=O)CC[C@H]([C@@H]2[C@@]3([C@H]([C@@H]4C(C[C@H]5[C@@]([C@H]4CC3=O)(CCC(=O)C5)C)=O)CC2)C)C)/N(N1)C)S(=O)(=O)N,-9.9,-11.4,-9.8,-9.2,-7.3,-8.9,-11.9,-9.8,-10.1
433,194706,LMFMJMOUKFIFLS-UHFFFAOYNA-N,O=C(N1CCN(C2CCCCC2)CC1)CN3N=CC4=C(N(C=5C4=CC=CC5)CCC)C3=O,-8.4,-11.1,-10.8,-10.4,-6.9,-8.2,-10.6,-9.9,-9.2
434,202225,MPFWWEVVMHNDJX-GPQMBLKYNA-N,O=C1NC2=C(C1=NN=CC=3C=C(OC)C=CC3O)C=CC=C2,-8.7,-9.1,-9.2,-8.0,-7.0,-8.7,-8.6,-9.4,-8.0
435,83615,ASSPWRQCRUHHAN-UHFFFAOYNA-N,O1C(=C(C=2C1=CC(=C(C2)OC)OC)O)CC=3C=C(C=CC3)CN4CCCCC4,-9.5,-10.3,-9.6,-9.3,-6.6,-7.8,-9.8,-9.3,-8.2
436,211856,SWXHUUQCGWRROL-JLGFQASFNA-N,O1C(=C(C=C1C)C(=O)NNC(=O)C2=CC(N(C)C)=CC=C2)C,-8.5,-9.4,-9.7,-8.1,-7.3,-7.0,-8.6,-9.1,-7.8
437,86058,CXBKOCPMGNFMOO-SDJYWCGFNA-N,C(N1C[C@@H](F)CC1)([C@H]([C@@H](C(=O)NCCO)C=2C=CC(=CC2)C=3C=CC(F)=CC3)N)=O,-9.8,-9.8,-9.7,-9.1,-6.1,-9.0,-9.2,-9.5,-8.5
438,149498,NRLPSYAWJFVYLY-JLGFQASFNA-N,O=C1NN=C(C1CC(=O)NN=CC2C=C(OC)C(=O)C=C2)C,-8.1,-8.6,-8.3,-8.2,-8.8,-8.6,-9.5,-8.5,-7.5
439,29536,IPXPSGDBCIRUBU-AFXNFOHMNA-N,C1(=NC(=C(C2=CC3=C(C=C2)OC(C4=CC(=CC(=C4)F)F)(C)C(=O)N3CCCOCC)C(=N1)CC)N)N,-8.1,-8.8,-8.8,-10.1,-6.2,-7.0,-8.0,-8.9,-8.7
440,47192,PWWSISOORXDCMX-VZYRWLKKNA-N,[C@]\12(C3=C(N=C(C=C3)O)CC(/C1=C\C)CC(C2)C)N,-8.2,-8.2,-7.6,-8.3,-7.2,-6.7,-10.6,-7.3,-7.0
441,39455,QJOICFNPLDJOLA-UHFFFAOYNA-N,C=1(NC(C2=CC=CC=C2)=CC1C=3C=CN=CC3)C=4C=C(F)C(=CC4)F,-8.8,-10.1,-10.5,-11.1,-6.5,-10.6,-11.4,-10.1,-8.5
442,119258,WPAUYYDGGSJAIS-KNXLHJEUNA-N,O1[C@@H]([C@]2(C[C@@H](C(=O)N(C2=C[C@@H]1COCC3=CC=CC=C3)CC=4OC=CC4)CC(=O)N5CCCC5)C(OC)=O)C,-7.3,-9.1,-8.9,-9.1,-5.7,-7.6,-9.5,-8.3,-8.3
443,205217,DBEJEQVQIZHJRK-LAQKCDNVNA-N,FC(F)(F)C=1C=C(CNC(=O)CC2C[C@@H]([C@@]3(N(CCC4=C3NC5=C4C=C(OC)C=C5)C2=O)CCC6=CC=CC=C6)C(=O)N7CCCCC7)C=CC1,-6.8,-8.0,-11.9,-9.8,-3.9,-8.4,-9.5,-11.8,-9.3
444,235982,LDZGOFQKZNKELE-WYUMXYHSNA-N,BrC1=CC(S(=O)(=O)N=C2NCCCCC2)=C(OCC)C=C1,-7.5,-7.9,-8.3,-8.0,-7.3,-8.4,-8.4,-7.9,-7.1
445,124286,SZIJSDHQGSCLRU-HVXXBKQBNA-N,S(C=1N(C(=NN1)CC=2C3=C(NC2C)C=CC=C3)CC)CC(=O)N,-8.8,-8.0,-8.5,-8.3,-7.5,-7.9,-8.6,-8.6,-7.6
446,131301,WTPAKHQIETYDPX-CUNFQGHENA-N,ClC1=CC(NC(=O)CSC=2N=C(O)C=CN2)=CC=C1F,-8.0,-8.1,-8.5,-8.0,-7.6,-8.3,-9.3,-8.5,-7.3
447,27421,JKXFAJKKAORNCV-LKHHGCNMNA-N,C(N(C(=N)C)C)C=1C(=C(C(NC2=C(C=C(C=C2OC)Cl)C(=O)NC=3N=CC(=CC3)Cl)=O)SC1)Cl,-5.2,-10.1,-10.0,-8.3,-6.2,-7.4,-8.1,-8.8,-8.2
448,11304,KGCBQYUEMURHIF-KCSUDTOJNA-N,O(C=1C(N2C(=O)/C(=C/C3=CN(N=C3)C4=CC=CC=C4)/C(=O)NC2=O)=CC=CC1)C,-10.4,-10.5,-9.7,-9.8,-6.7,-8.5,-9.7,-10.1,-9.2
449,50963,WSMMMSLHTHCOID-RFPWIKAMNA-N,S(C[C@@](C(NC=1C=C(C(F)(F)F)C(C#N)=CC1)=O)(O)C)(C=2C=CC(N=C=S)=CC2)(=O)=O,-8.3,-9.3,-9.1,-9.1,-6.0,-7.3,-9.7,-8.9,-7.8
450,89822,CHGSOUHQHRGRSH-DFLUKEIKNA-N,O(C=1C=C2NC=3N(N=C(C3C(=O)N)C4=CC=C(OC5=CC=CC=C5)C=C4)CCC2=CC1)CCN,-8.8,-10.4,-10.6,-9.9,-6.4,-8.2,-9.8,-9.3,-9.4
451,143362,HSVLSGPNFMVFOY-UHFFFAOYNA-N,O(C=1C=C(C(=O)C2=CC(OC)=C(OC)C=C2)C=CC1OC)C,-7.6,-8.0,-8.0,-7.9,-6.8,-7.5,-8.5,-7.2,-7.2
452,212524,JTBCSNUHWPVZIQ-WYUMXYHSNA-N,ClC=1C=CC(NC(=O)N2CCCN3N=C(C=C23)C)=CC1,-8.9,-8.5,-9.0,-8.2,-7.5,-7.7,-8.7,-9.3,-8.0
453,229525,QDFLLLZIGQWKHN-RIYZIHGNNA-N,BrC1=CC(NC(C)(C)/C(=N/O)/C)=CC=C1,-6.5,-7.3,-7.3,-7.4,-7.0,-7.6,-8.2,-7.1,-6.5
454,78103,HEWAOSRCHKDFBK-YNDYHMGXNA-N,ClC1=CC(NC=2C=3C(N=CC2C#N)=CC(OCC)=C(NCC(C(O)=O)=C)C3)=CC=C1OCC4=CC=CC=C4,-8.6,-9.6,-9.8,-7.9,-5.4,-7.0,-9.5,-9.3,-7.7
455,183866,CNVYIWOLMJXYLZ-UHFFFAOYNA-N,FC=1C=CC(C(=O)C(N2CCCCC2)CC3=CC=CC=C3)=CC1,-8.4,-9.1,-8.9,-9.2,-8.4,-10.3,-10.9,-8.7,-8.8
456,67684,VPOULRXFJKYXDN-PGPQIVGHNA-N,N1=C(C=C(OC2=CC=C(C=C2F)NC3=C(C=CC=N3)C(=O)NC4=CC=C(C=C4F)F)C=C1)N,-9.4,-11.1,-10.8,-10.6,-6.9,-9.2,-12.1,-10.8,-9.8
457,76143,IAZFWEJODMHVIO-FNJFVECXNA-N,N1(C(C(O)=NO)CC=2C(C1)=CC=CC2)P(/C=C/C3=CC=CC=C3)(=O)OCC,-8.8,-8.9,-8.6,-8.8,-6.5,-8.2,-9.9,-8.6,-8.0
458,15620,ATQMRMGXINTJHV-UHFFFAOYNA-N,C=1C(=CC(=C(C1)C=2C=CC(=CC2)C(=O)N3CCC4=C3C=C5C(=C4)OCC56CCN(CC6)C)C)C7=NOC(=N7)C,-6.8,-11.5,-13.4,-11.2,-7.4,-9.5,-9.5,-13.5,-10.4
459,232808,YEYVMFDAODVMGL-NZTFAVJXNA-N,ClC1=C(NC(=O)C/C(=N/NC(=O)C(=O)NCCOC)/C)C=CC(Cl)=C1,-7.7,-8.1,-8.7,-7.7,-7.1,-8.1,-9.1,-8.4,-6.8
460,233453,WYLLBBNGBNTFLM-PKSOQXRJNA-N,S(CC(NC(=O)C)C(OC(C)C)=O)C=1C2=C(N=C(C1)C)C=CC(OC)=C2,-7.6,-7.7,-8.6,-8.6,-6.1,-7.5,-9.2,-7.9,-7.3
461,51200,WUQUWUKZXXGZTD-ORVKFNBTNA-N,ClC1=C(N2N=CC=3C2=NC=NC3NC4=C(C=CC(=C4)C(=O)NC)C)C(Cl)=CC=C1,-9.3,-10.5,-10.3,-10.7,-6.6,-8.1,-9.5,-9.5,-9.3
462,178318,FEUOBXBJCRTTHB-UHFFFAOYNA-N,N1(CCCC1)C=2N=C(N=C(C2)C3=CC=CC=C3)C,-8.3,-8.2,-8.3,-8.8,-6.6,-9.2,-10.3,-8.2,-7.3
463,108162,LGVVEFQWWBTSHP-SDJGSLFKNA-N,C1(=C2C(N(C)CCO2)=CC(=C1)SC)C(NC[C@H]3N(CC=4C=CC=CC4)CCC3)=O,-8.7,-9.8,-9.5,-9.1,-6.5,-7.6,-9.6,-9.4,-7.5
464,108001,LCPJMXAFVJTRHA-SREBMQDQNA-N,O=C(C1=CC(NCC=2NC(=C(N2)C3=CN4N=CN=C4C=C3)C=5N=C(C=CC5)C)=CC=C1)C,-9.4,-11.6,-11.4,-10.9,-7.0,-10.4,-12.2,-10.9,-9.8
465,181786,KLLYEVGGDYSWDU-UHFFFAOYNA-N,FC1=CC=2N=NN(C3CCN(CC3)C(=O)COC)C2C=C1,-8.4,-8.4,-7.9,-8.1,-7.8,-8.7,-9.0,-9.0,-7.6
466,95061,MUBBOHKHOOLEKD-LQFNOIFHNA-N,FC1=CC=C(C=2N=C(N(C2C=3C=CN=CC3)C)C=4N=NN(C4)CC(=O)NCCO)C=C1,-7.7,-9.4,-9.3,-9.4,-6.3,-8.7,-9.4,-9.6,-8.2
467,93607,MIVONOYHFHTRNM-QCIZEBQMNA-N,S1(O[C@H]2[C@H]3[C@@](OC(O3)(C)C)(COS(=O)(=O)N)CC[C@H]2O1)(=O)=O,-7.2,-8.2,-7.3,-6.4,-6.8,-7.2,-7.6,-6.7,-6.9
468,12919,MKNXBNOFNORFJO-UHFFFAOYNA-N,C1(=CC=C2C(C3=C(C(N=CC3)C)N2)=C1)OC,-8.0,-7.9,-7.7,-7.8,-7.5,-8.1,-9.2,-7.9,-7.0
469,99770,NZHAIHKGUQLQPJ-LGBBMCOKNA-O,[N+]=1(C(=CC(=CC1C(C)C)C=2C=CC=CC2)C(C)C)CC(NC=3C=CC(S(NC4=CC=C(S(=O)(=O)N)C=C4)(=O)=O)=CC3)=O,-6.9,-10.3,-9.7,-9.3,-5.9,-7.5,-10.9,-9.8,-8.3
470,90232,CLKJPEPFYDJWOV-JQHVODBVNA-N,S(=O)(=O)(N1CCC(NC=2N=C(N)C(=CN2)C(=O)C3=C(OC)C=CC=C3)CC1)CC,-9.7,-10.0,-8.5,-8.8,-6.3,-7.4,-9.6,-9.3,-8.3
471,113058,BBEOKPJGJWPBCE-WUSLAWIHNA-N,O=C(N1CC(CCC1)C(=O)NC2=CC(=CC=C2)CC(=O)NC3=CC=C(C(=O)N4CCCCC4)C=C3)C5CC5,-9.8,-12.2,-11.7,-10.4,-7.7,-9.1,-11.3,-11.9,-9.6
472,120935,KRMGFAILXPTSOG-UHFFFAOYNA-N,S1C(C=2N=C(ON2)C3CCCN(C3)C(=O)C4=CC(F)=CC(F)=C4)=CC=C1,-9.4,-9.4,-9.6,-8.7,-6.4,-7.4,-10.0,-8.9,-8.6
473,185477,KLNVVBSXKMPMQB-PKSOQXRJNA-N,S(=O)(=O)(NC(CCSC)C(=O)NC(C1=CC=CC=C1)C)C=2C(F)=CC=CC2,-8.5,-8.5,-8.7,-8.7,-6.0,-9.1,-9.2,-8.3,-7.4
474,135734,AWTUHYBYMWXJCQ-SPEPDGBUNA-N,S1C(C(=O)NC(CC=2C=3C(NC2)=CC=CC3)C(=O)NC4=CC(N(=O)=O)=C(F)C=C4)=CC=C1,-9.0,-10.1,-10.1,-9.3,-6.8,-10.2,-10.8,-9.9,-9.0
475,42680,RZSANBVXVBZRFN-LBOYIXSDNA-N,ClC=1C=C(N(CC=2C=3C(N=C(O)C2)=C(F)C(F)=CC3)C4=NC=CN=C4)C=CC1,-9.4,-9.7,-9.4,-10.5,-6.5,-11.6,-11.5,-9.1,-8.6
476,226865,USHSNCNZIKZXMX-LELJVTLKNA-N,S1C2(N(C(=O)C1)C3=CC=C(OC)C=C3)C=4C(N(C2=O)CC(=O)NCC5=CC=CC=C5)=CC=CC4,-9.6,-9.5,-8.8,-8.1,-6.2,-8.1,-8.0,-8.5,-8.6
477,196203,GZMHNGUVSRFJAG-MPIMZMORNA-N,S(=O)(=O)(N1CCOCC1)C2=CC=C(OCC(=O)NCCC3=CC(OC)=C(OC)C=C3)C=C2,-7.7,-10.2,-9.1,-9.1,-7.7,-9.3,-10.0,-9.2,-7.0
478,68283,FUZPCEDHMWOOBT-ZLCQGMFFNA-N,C(C=1C=C(OCCCON=C(N)N)C=C(C1)C)(N(CC2=COC=C2)CCCC)=O,-8.3,-8.8,-8.5,-8.1,-7.3,-8.2,-10.1,-7.6,-7.2
479,201068,DJZLBBJELRQAAH-MPIMZMORNA-N,O(C(C1=CC=C(OC)C=C1)C(=O)NCC2=CC=C(OC)C=C2)C(=O)C=3OC=CC3,-8.7,-9.0,-9.4,-8.9,-6.3,-9.2,-10.2,-9.0,-7.6
480,115023,XYLNUSXVNRTGDC-UHFFFAOYNA-N,S(C=1C(OCC=2ON=C(C(=O)N(CC3=NON=C3C)C)C2)=CC=CC1)C,-8.2,-8.8,-9.5,-8.2,-7.2,-7.6,-9.1,-8.1,-7.4
481,107050,LJRAKLSXCQYRJD-VZYHQLGSNA-N,S1(=O)(=O)NC(=O)C[C@H]1C2=C(C=C(C[C@H](NS(=O)(=O)C=3C(=CC=CC3)C#N)C=4NC=5C(N4)=CC=CC5)C=C2)C,-8.9,-10.8,-10.9,-10.1,-6.1,-7.6,-9.6,-10.5,-8.8
482,239084,MOYWWOZMMWATFP-UHFFFAOYNA-N,S(C=1N(CC=2SC=CC2)C(=NN1)C3=NC=CC=C3)CC4=CC=C(C=C4)C,-9.1,-9.3,-8.9,-8.8,-6.6,-8.4,-8.7,-9.6,-8.6
483,84115,AOHMCYUGHQMVEI-JHUPCZJINA-N,S(N[C@H]1C[C@H]([C@@H](C(N2CCCC2)=O)N)CC1)(C3=CC=C(S(=O)(=O)N)C=C3)(=O)=O,-9.3,-9.5,-8.9,-8.3,-6.2,-7.5,-9.2,-9.7,-8.1
484,134843,HRBWIKJSRGDWHM-UHFFFAOYNA-N,N1(C(CCCC1C)C)CC=2N=C3N(C2)C=CC=C3,-7.4,-7.9,-7.5,-7.7,-7.8,-8.0,-9.3,-7.1,-7.1
485,129497,AAUMATUSVFICIB-QWOVJGMINA-N,S=C(N(CC1=CC=CN=C1)CC=2OC=CC2)NC=3C=CC(CC)=CC3,-8.7,-8.6,-8.4,-8.1,-7.1,-8.5,-10.5,-7.9,-7.4
486,77667,GOXPCWOINCMRAX-MJHPXVFFNA-N,C(C1=CC(N2CCOCC2)=CC(=C1)F)(NC=3C=C(NC(C4=CC=C(OCC=5N=CSC5)C=C4)=O)C(=CC3)C)=O,-7.5,-11.4,-11.0,-9.8,-7.2,-8.6,-10.6,-11.2,-8.9
487,133042,GAAJJXYPIYFOGE-UHFFFAOYNA-N,O=N(=O)C1=C(N(N=C1C)C2=CC=CC=C2)C,-7.7,-7.7,-7.7,-8.0,-7.6,-7.9,-8.9,-8.2,-7.1
488,140315,WQXAKWGCQICCTF-LILDFLRNNA-N,O1C=2C(C(C=3C1=CC=CC3)C(=O)NC(COC)C)=CC=CC2,-8.2,-8.7,-8.7,-8.1,-6.9,-9.5,-10.4,-7.6,-7.5
489,73718,HRSFLQZKBPUQFU-DOEITSDWNA-O,[S+](O)(=O)(N1CCN(C2=NC(=NC3=C2C=CC=C3)C4=CC=CC=C4)CC1)C=5C=C(N(=O)=O)C=CC5,-7.0,-11.7,-11.2,-9.0,-7.1,-9.7,-9.8,-10.9,-10.1
490,36435,GTRAXVNCZVAHOO-DFABOIKKNA-N,C=1C=CC(=C(C1Cl)Cl)N2CCN(CC2)C/C=C/CNC(=O)C=3C=CC(=CC3)C4=NC(=CC=C4)O,-8.9,-10.9,-11.0,-9.6,-8.0,-10.4,-10.6,-11.2,-8.5
491,245023,KKDYLHGEMMJKFV-UHFFFAOYNA-N,O1C2=C(N3CC(CCC3)C)N=C(N=C2C=4C1=CC=CC4)CC,-8.5,-9.1,-8.9,-10.0,-6.6,-10.3,-10.7,-8.6,-8.6
492,90797,NIGYPPWMILKYQR-CSKMVECVNA-N,C=1(CC2=CN=C(O)C3=CC(=C(N23)Cl)Cl)C=C(C(F)=CC1)C(=O)N4CCN(CC4)C=5N=CC(=CC5)C#N,-8.1,-10.8,-9.5,-9.7,-6.4,-8.3,-10.8,-10.1,-9.2
493,120242,CNLXQDJTVQYTPX-UHFFFAOYNA-N,ClC=1C(C2N3C(CCC3)C(=O)N2C4=CC=C(OC)C=C4)=CC=CC1,-7.9,-8.6,-9.2,-8.3,-6.0,-8.4,-8.9,-8.0,-8.1
494,138682,CZXUQBVMAUWSBX-UHFFFAOYNA-N,O=C1N(N)C=NC=2C1=CC=3C(C2)=CC=CC3,-7.9,-8.1,-9.3,-8.5,-8.2,-8.8,-10.5,-9.2,-7.5
495,248331,IUJLOAKJZQBENM-UHFFFAOYNA-N,S(NC(C)(C)C)C=1SC=2C(N1)=CC=CC2,-6.8,-7.1,-6.9,-6.6,-7.0,-7.2,-7.6,-7.3,-6.1
496,158994,UJGMMGNWYIZWFC-LILDFLRNNA-N,OC=1N(C(O)=C2C1CC=CC2)CC(=O)NC3=C(C(=CC=C3)C)C,-9.6,-9.2,-9.7,-9.0,-8.4,-8.8,-10.6,-9.6,-7.8
497,150349,MPNLDOZYKNKPQC-QWOVJGMINA-N,BrC=1C=C(OCC(=O)NC=2SC3=C(CCCC3)C2C(OC(C)C)=O)C=CC1,-8.8,-9.3,-9.3,-8.8,-6.6,-7.7,-10.2,-8.6,-7.9
498,249160,NNFHZAQKVJBRBT-LILDFLRNNA-N,S(C=1N(CCC2=CC=CC=C2)C(O)=NN1)CC(OCC)=O,-7.2,-8.0,-7.8,-7.6,-6.8,-8.2,-8.8,-7.7,-6.3
499,162105,XALPKIIWDULWBJ-UHFFFAOYNA-N,FC1=C(C(=O)N2C(C=3C(CC2)=CC(OC)=C(OC)C3)COC4=CC=C(F)C=C4)C=CC=C1,-9.1,-8.9,-9.3,-8.8,-6.7,-8.1,-8.0,-9.9,-8.7
500,129760,HZAFBLUOMVLSBI-UHFFFAOYNA-N,O1N=C2CCC3=NN=CC(=C3C2=N1)C,-7.0,-8.0,-8.4,-7.3,-7.0,-7.5,-8.5,-7.1,-6.4
501,131589,ITJYHBXAGLIEHT-HCKMINDGNA-N,FC1=C(NC(=O)C=2C(=NOC2C)CC)C=CC(F)=C1F,-8.0,-8.5,-8.6,-8.5,-8.2,-9.5,-9.6,-8.0,-8.3
502,125278,UGLHSEDBIJMFOC-FQFUPTBWNA-N,S1C(NC=2C=CC(=CC2)C(=O)O)=NC(C3=CC=CC=C3)=C1,-9.1,-9.5,-10.0,-8.2,-6.9,-7.9,-8.2,-9.5,-8.1
503,254887,DPRKRDSYDOPUOD-UHFFFAOYNA-N,S(CC(OCC1=CC=CC=C1)=O)C=2OC(=NN2)C=3C=CC=CC3,-7.4,-9.1,-9.2,-8.4,-7.1,-9.2,-9.8,-9.1,-6.9
504,168937,JNANPTXRZUPRSN-LNNLXFCONA-N,S(C=1N(C(N)=C2C(N1)=NN=C2C)C3=CC=C(C=C3)C)CC(=O)NC=4C=CC(CC)=CC4,-8.4,-10.0,-9.9,-9.9,-5.8,-8.3,-12.5,-9.9,-8.9
505,133304,PXVLUNOSKIVBCK-LBOYIXSDNA-N,ClC1=C(S(=O)(=O)N=C2C(N(N(C2=O)C3=CC=CC=C3)C)C)C=C(C=C1)C(=O)NC4=C(Cl)C=C(F)C=C4,-7.6,-10.9,-11.3,-10.5,-6.7,-9.3,-9.2,-12.2,-9.8
506,152913,VCNKKPQWHQFBBO-UHFFFAOYNA-N,S(=O)(=O)(NC=1C(=CC=CC1C)C)C=2C=3C(SC2C(OCC)=O)=CC=CC3,-8.8,-7.9,-8.1,-9.7,-5.6,-8.8,-10.4,-8.3,-8.1
507,32061,XHXATKNRPQJNEY-UHFFFAOYNA-N,C1=C2C(=C(N1CCCCCN3CCN(CC3)C4=C(C=CC=C4)OC)O)C5=C(C=C2)C=CC=C5,-9.1,-10.6,-10.5,-9.4,-8.4,-8.9,-11.7,-10.0,-7.9
508,63485,WEYGZQQLPVXLMS-SPRAGNMINA-N,S(=O)(=O)(N)C1=CC=C(CNS(=O)(=O)N)C=C1,-7.4,-7.4,-7.7,-6.9,-6.8,-8.1,-8.2,-7.2,-6.1
509,150556,PDXQTFKIABMOFL-PDJAEHLQNA-N,S(=O)(=O)(N1CCC(CC1)C(=O)NNC(=O)C=2C=CC(F)=CC2)C3=CC=C(C=C3)C,-9.8,-10.6,-10.0,-10.1,-8.0,-7.7,-10.3,-8.9,-8.2
510,168887,QCFAJMFJDGJZHL-UHFFFAOYNA-N,S(C=1N(C(O)=C2N=C3C(=C2N1)C=CC=C3)C4=CC=C(F)C=C4)CC=5C(F)=CC=CC5,-8.7,-10.2,-10.4,-10.6,-6.8,-11.2,-10.4,-9.4,-9.6
511,21694,DXGCAWCHTYNGNM-UHFFFAOYNA-N,ClC=1C=C(CN2C3=C(SC4=C3C=CC=C4)C(=O)N(C2=O)CC5=CC=CC=C5)C=CC1,-7.7,-10.3,-10.1,-10.4,-6.5,-9.7,-9.5,-10.3,-9.6
512,44753,RXGVOKRXYLZGLO-CTYHIQHQNA-N,S(=O)(=O)(C=1C=CC(N=C(NS(=O)(=O)C2=CC(=C(C=C2SCC3=CC=CC(=C3)C(F)(F)F)Cl)C)N)=CC1)N,-9.1,-10.7,-10.7,-9.9,-5.8,-8.7,-10.8,-10.1,-10.0
